./data/dtw3/validation/five/5fadb538_nohash_0.wav,five,5fadb538
./data/dtw3/validation/eight/4abefdf5_nohash_0.wav,eight,4abefdf5
./data/dtw3/validation/four/23ad12d8_nohash_0.wav,four,23ad12d8
./data/dtw3/validation/five/93cf902e_nohash_0.wav,five,93cf902e
./data/dtw3/validation/five/8a90cf67_nohash_0.wav,five,8a90cf67
./data/dtw3/validation/six/3a929277_nohash_0.wav,six,3a929277
./data/dtw3/validation/two/61bcb275_nohash_0.wav,two,61bcb275
./data/dtw3/validation/six/41285056_nohash_0.wav,six,41285056
./data/dtw3/validation/three/026290a7_nohash_0.wav,three,026290a7
./data/dtw3/validation/three/364c0853_nohash_0.wav,three,364c0853
./data/dtw3/validation/five/90804775_nohash_0.wav,five,90804775
./data/dtw3/validation/one/258f4559_nohash_0.wav,one,258f4559
./data/dtw3/validation/zero/4e6902d0_nohash_0.wav,zero,4e6902d0
./data/dtw3/validation/seven/30f6e665_nohash_0.wav,seven,30f6e665
./data/dtw3/validation/seven/1a73dcd1_nohash_0.wav,seven,1a73dcd1
./data/dtw3/validation/one/7ca023e2_nohash_0.wav,one,7ca023e2
./data/dtw3/validation/nine/7622d95b_nohash_0.wav,nine,7622d95b
./data/dtw3/validation/nine/22aa3665_nohash_0.wav,nine,22aa3665
./data/dtw3/validation/two/88f8a99c_nohash_0.wav,two,88f8a99c
./data/dtw3/validation/nine/86478fab_nohash_0.wav,nine,86478fab
./data/dtw3/validation/six/099d52ad_nohash_0.wav,six,099d52ad
./data/dtw3/validation/seven/6d818f6c_nohash_0.wav,seven,6d818f6c
./data/dtw3/validation/five/6940f7f3_nohash_0.wav,five,6940f7f3
./data/dtw3/validation/eight/471a0925_nohash_0.wav,eight,471a0925
./data/dtw3/validation/three/31f01a8d_nohash_0.wav,three,31f01a8d
./data/dtw3/validation/eight/a7dd45cf_nohash_0.wav,eight,a7dd45cf
./data/dtw3/validation/nine/2d056836_nohash_0.wav,nine,2d056836
./data/dtw3/validation/four/9cde5de8_nohash_0.wav,four,9cde5de8
./data/dtw3/validation/six/9db2bfe9_nohash_0.wav,six,9db2bfe9
./data/dtw3/validation/eight/2c727642_nohash_0.wav,eight,2c727642
./data/dtw3/validation/two/0d82fd99_nohash_0.wav,two,0d82fd99
./data/dtw3/validation/six/30f6e665_nohash_0.wav,six,30f6e665
./data/dtw3/validation/one/409c962a_nohash_0.wav,one,409c962a
./data/dtw3/validation/three/7195ffa6_nohash_0.wav,three,7195ffa6
./data/dtw3/validation/five/989a2213_nohash_0.wav,five,989a2213
./data/dtw3/validation/two/44c201dd_nohash_0.wav,two,44c201dd
./data/dtw3/validation/four/8a90cf67_nohash_0.wav,four,8a90cf67
./data/dtw3/validation/one/ab7b5acd_nohash_0.wav,one,ab7b5acd
./data/dtw3/validation/eight/5b32733e_nohash_0.wav,eight,5b32733e
./data/dtw3/validation/zero/30f6e665_nohash_0.wav,zero,30f6e665
./data/dtw3/validation/nine/57cb3575_nohash_0.wav,nine,57cb3575
./data/dtw3/validation/nine/2ce7534c_nohash_0.wav,nine,2ce7534c
./data/dtw3/validation/seven/32ad5b65_nohash_0.wav,seven,32ad5b65
./data/dtw3/validation/one/9d32f10a_nohash_0.wav,one,9d32f10a
./data/dtw3/validation/three/7622d95b_nohash_0.wav,three,7622d95b
./data/dtw3/validation/three/73f20b00_nohash_0.wav,three,73f20b00
./data/dtw3/validation/four/1a9afd33_nohash_0.wav,four,1a9afd33
./data/dtw3/validation/nine/52e228e9_nohash_0.wav,nine,52e228e9
./data/dtw3/validation/six/2ce7534c_nohash_0.wav,six,2ce7534c
./data/dtw3/validation/two/3b853f44_nohash_0.wav,two,3b853f44
./data/dtw3/validation/eight/50ed8a7b_nohash_0.wav,eight,50ed8a7b
./data/dtw3/validation/eight/ab1299bb_nohash_0.wav,eight,ab1299bb
./data/dtw3/validation/one/a8cf01bc_nohash_0.wav,one,a8cf01bc
